Location,Code,GeographicLevel
INIGUIHAN DISTRICT (POB.),083707016,Bgy
KATIPUNAN,083707017,Bgy
LIBERTY (BINALIW),083707018,Bgy
MABINI,083707019,Bgy
NAGA,083707020,Bgy
OSMEÑA,083707021,Bgy
PLARIDEL,083707022,Bgy
KALANGGAMAN DISTRICT (POB.),083707023,Bgy
PONONG,083707026,Bgy
SAN AGUSTIN,083707027,Bgy
SANTO NIÑO,083707028,Bgy
TABUNOK,083707029,Bgy
TAGAYTAY,083707030,Bgy
TINAGO DISTRICT (POB.),083707031,Bgy
TUGAS,083707032,Bgy
IMELDA,083707033,Bgy
MARCELO,083707034,Bgy
RIVILLA,083707035,Bgy
CITY OF BAYBAY,083708000,City
ALTAVISTA,083708001,Bgy
AMBACAN,083708002,Bgy
AMGUHAN,083708003,Bgy
AMPIHANON,083708004,Bgy
BALAO,083708005,Bgy
BANAHAO,083708006,Bgy
BIASONG,083708008,Bgy
BIDLINAN,083708009,Bgy
BITANHUAN,083708010,Bgy
BUBON,083708011,Bgy
BUENAVISTA,083708012,Bgy
BUNGA,083708013,Bgy
BUTIGAN,083708014,Bgy
KABATUAN,083708015,Bgy
CARIDAD,083708016,Bgy
GA-AS,083708017,Bgy
GABAS,083708018,Bgy
GAKAT,083708019,Bgy
GUADALUPE (UTOD),083708020,Bgy
GUBANG,083708021,Bgy
HIBUNAWAN,083708022,Bgy
HIGULOAN,083708023,Bgy
HILAPNITAN,083708024,Bgy
HIPUSNGO,083708025,Bgy
IGANG,083708026,Bgy
IMELDA,083708027,Bgy
JAENA,083708028,Bgy
KABALASAN,083708029,Bgy
KABUNGAAN,083708030,Bgy
KAGUMAY,083708031,Bgy
KAMBONGGAN,083708032,Bgy
CANDADAM,083708034,Bgy
KAN-IPA,083708035,Bgy
KANSUNGKA,083708036,Bgy
KANTAGNOS,083708037,Bgy
KILIM,083708038,Bgy
LINTAON,083708039,Bgy
MAGANHAN,083708041,Bgy
MAHAYAHAY,083708042,Bgy
MAILHI,083708043,Bgy
MAITUM,083708044,Bgy
MAKINHAS,083708045,Bgy
MAPGAP,083708046,Bgy
MARCOS,083708047,Bgy
MASLUG,083708048,Bgy
MATAM-IS,083708049,Bgy
MAYBOG,083708050,Bgy
MAYPATAG,083708051,Bgy
MONTERICO,083708052,Bgy
PALHI,083708053,Bgy
PANGASUNGAN,083708054,Bgy
PANSAGAN,083708055,Bgy
PATAG,083708056,Bgy
PLARIDEL,083708057,Bgy
POBLACION ZONE 2,083708058,Bgy
POBLACION ZONE 3,083708059,Bgy
POBLACION ZONE 4,083708060,Bgy
POBLACION ZONE 5,083708061,Bgy
POBLACION ZONE 6,083708062,Bgy
POBLACION ZONE 7,083708063,Bgy
POBLACION ZONE 8,083708064,Bgy
POBLACION ZONE 9,083708065,Bgy
POBLACION ZONE 10,083708066,Bgy
POBLACION ZONE 11,083708067,Bgy
POBLACION ZONE 12,083708068,Bgy
POBLACION ZONE 13,083708069,Bgy
POBLACION ZONE 14,083708070,Bgy
POBLACION ZONE 15,083708071,Bgy
POBLACION ZONE 16,083708072,Bgy
POBLACION ZONE 17,083708073,Bgy
POBLACION ZONE 18,083708074,Bgy
POBLACION ZONE 19,083708075,Bgy
POBLACION ZONE 20,083708076,Bgy
POBLACION ZONE 21,083708077,Bgy
POBLACION ZONE 22,083708078,Bgy
POBLACION ZONE 23,083708079,Bgy
POMPONAN,083708080,Bgy
PUNTA,083708081,Bgy
SABANG,083708082,Bgy
SAN AGUSTIN,083708083,Bgy
SAN ISIDRO,083708084,Bgy
SAN JUAN,083708085,Bgy
SANTA CRUZ,083708086,Bgy
SANTO ROSARIO,083708087,Bgy
SAPA,083708088,Bgy
CIABO,083708089,Bgy
VILLA SOLIDARIDAD,083708090,Bgy
ZACARITO,083708091,Bgy
POBLACION ZONE 1,083708092,Bgy
COGON,083708093,Bgy
MONTE VERDE,083708094,Bgy
VILLA MAG-ASO,083708095,Bgy
BURAUEN,083710000,Mun
ABUYOGON,083710001,Bgy
ANONANG,083710002,Bgy
ARADO,083710003,Bgy
BALAO,083710004,Bgy
BALATSON,083710005,Bgy
BALORINAY,083710006,Bgy
BOBON,083710007,Bgy
BUENAVISTA,083710008,Bgy
BURI,083710009,Bgy
CAANISLAGAN,083710010,Bgy
CADAHUNAN,083710011,Bgy
CAGANGON,083710012,Bgy
CALI,083710013,Bgy
CALSADAHAY,083710014,Bgy
CANDAG-ON,083710015,Bgy
CANSIBOY,083710016,Bgy
CATAGBACAN,083710017,Bgy
POBLACION DISTRICT I,083710018,Bgy
POBLACION DISTRICT II,083710019,Bgy
POBLACION DISTRICT III,083710020,Bgy
POBLACION DISTRICT IV,083710021,Bgy
POBLACION DISTRICT V,083710022,Bgy
POBLACION DISTRICT VI,083710023,Bgy
POBLACION DISTRICT VII,083710024,Bgy
POBLACION DISTRICT VIII,083710025,Bgy
POBLACION DISTRICT IX,083710026,Bgy
DUMALAG (PUSOD),083710027,Bgy
ILIHAN,083710028,Bgy
ESPERANZA,083710029,Bgy
GITABLAN,083710030,Bgy
HAPUNAN,083710031,Bgy
HIBONAWAN,083710032,Bgy
HUGPA EAST,083710033,Bgy
HUGPA WEST,083710034,Bgy
KALAO,083710035,Bgy
KAPARASANAN,083710036,Bgy
LAGUIWAN,083710037,Bgy
LIBAS,083710038,Bgy
LIMBURAN,083710039,Bgy
LOGSONGAN,083710040,Bgy
MAABAB,083710041,Bgy
MAGHUBAS,083710042,Bgy
MAHAGNAO,083710043,Bgy
MALABCA,083710044,Bgy
MALAGUINABOT,083710045,Bgy
MALAIHAO (SAN RAMON),083710046,Bgy
MATIN-AO,083710047,Bgy
MOGUING,083710048,Bgy
PAGHUDLAN,083710049,Bgy
PAITAN,083710050,Bgy
PANGDAN,083710051,Bgy
PATAG,083710052,Bgy
PATONG,083710053,Bgy
PAWA,083710054,Bgy
ROXAS,083710056,Bgy
SAMBEL,083710057,Bgy
SAN ESTEBAN,083710058,Bgy
SAN FERNANDO,083710059,Bgy
SAN JOSE EAST,083710061,Bgy
SAN JOSE WEST,083710062,Bgy
SAN PABLO,083710063,Bgy
TABUANON,083710064,Bgy
TAGADTARAN,083710065,Bgy
TAGHUYAN,083710066,Bgy
TAKIN,083710067,Bgy
TAMBIS (NABOYA),083710068,Bgy
TOLOYAO,083710070,Bgy
VILLA AURORA,083710071,Bgy
VILLA CORAZON,083710072,Bgy
VILLA PATRIA,083710073,Bgy
VILLA ROSAS (CABANG),083710074,Bgy
KAGBANA,083710075,Bgy
DAMULO-AN,083710076,Bgy
DINA-AYAN,083710077,Bgy
GAMAY,083710078,Bgy
KALIPAYAN,083710079,Bgy
TAMBUKO,083710080,Bgy
CALUBIAN,083713000,Mun
ABANILLA,083713001,Bgy
AGAS,083713002,Bgy
ANISLAGAN,083713003,Bgy
BUNACAN,083713005,Bgy
CABALQUINTO,083713006,Bgy
CABALHIN,083713007,Bgy
CABRADILLA,083713008,Bgy
CANEJA,083713009,Bgy
CANTONGHAO,083713010,Bgy
CAROYOCAN,083713011,Bgy
CASIONGAN,083713012,Bgy
CRISTINA,083713014,Bgy
DALUMPINES,083713015,Bgy
DON LUIS,083713016,Bgy
DULAO,083713017,Bgy
EFE,083713018,Bgy
ENAGE,083713019,Bgy
ESPINOSA,083713020,Bgy
GARGANERA,083713021,Bgy
FERDINAND E. MARCOS,083713022,Bgy
GARRIDO,083713023,Bgy
GUADALUPE (GUADALUPE MENDOZA),083713024,Bgy
GUTOSAN,083713025,Bgy
IGANG,083713027,Bgy
INALAD,083713028,Bgy
JUBAY,083713029,Bgy
JUSON,083713030,Bgy
KAWAYAN BOGTONG,083713031,Bgy
KAWAYANAN,083713032,Bgy
KOKOY ROMUALDEZ,083713033,Bgy
LABTIC,083713034,Bgy
LARAY,083713035,Bgy
M. VELOSO,083713036,Bgy
MAHAIT,083713037,Bgy
MALOBAGO,083713038,Bgy
MATAGOK,083713039,Bgy
NIPA,083713040,Bgy
OBISPO,083713041,Bgy
PAGATPAT,083713042,Bgy
PANGPANG,083713043,Bgy
PATAG,083713045,Bgy
PATES,083713046,Bgy
PAULA,083713047,Bgy
PADOGA,083713048,Bgy
PETROLIO,083713049,Bgy
POBLACION,083713050,Bgy
RAILES,083713051,Bgy
TABLA,083713052,Bgy
TAGHARIGUE,083713053,Bgy
TUBURAN,083713054,Bgy
VILLAHERMOSA,083713056,Bgy
VILLALON,083713057,Bgy
VILLANUEVA,083713058,Bgy
CAPOOCAN,083714000,Mun
BALUCANAD,083714001,Bgy
BALUD,083714002,Bgy
BALUGO,083714003,Bgy
CABUL-AN,083714004,Bgy
GAYAD,083714006,Bgy
CULASIAN,083714007,Bgy
GUINADIONGAN,083714008,Bgy
LEMON,083714009,Bgy
LIBERTAD,083714010,Bgy
MANLOY,083714011,Bgy
NAUGUISAN,083714012,Bgy
PINAMOPOAN,083714014,Bgy
POBLACION ZONE I,083714015,Bgy
POBLACION ZONE II,083714016,Bgy
POTOT,083714017,Bgy
SAN JOAQUIN,083714018,Bgy
SANTO NIÑO,083714019,Bgy
TALAIRAN,083714020,Bgy
TALISAY,083714021,Bgy
TOLIBAO,083714022,Bgy
VISARES,083714023,Bgy
CARIGARA,083715000,Mun
BALILIT,083715001,Bgy
BARAYONG,083715002,Bgy
BARUGOHAY CENTRAL,083715003,Bgy
BARUGOHAY NORTE,083715004,Bgy
BARUGOHAY SUR,083715005,Bgy
BAYBAY (POB.),083715006,Bgy
BINIBIHAN,083715007,Bgy
BISLIG,083715008,Bgy
CAGHALO,083715009,Bgy
CAMANSI,083715010,Bgy
CANAL,083715011,Bgy
CANDIGAHUB,083715012,Bgy
CANLAMPAY,083715013,Bgy
COGON,083715014,Bgy
CUTAY,083715015,Bgy
EAST VISORIA,083715016,Bgy
GUINDAPUNAN EAST,083715017,Bgy
GUINDAPUNAN WEST,083715018,Bgy
HILUCTOGAN,083715019,Bgy
JUGABAN (POB.),083715020,Bgy
LIBO,083715021,Bgy
LOWER HIRAAN,083715022,Bgy
LOWER SOGOD,083715023,Bgy
MACALPI,083715024,Bgy
MANLOY,083715025,Bgy
NAUGUISAN,083715026,Bgy
PANGNA,083715027,Bgy
PARAG-UM,083715028,Bgy
PARINA,083715029,Bgy
PILORO,083715030,Bgy
PONONG (POB.),083715031,Bgy
SAGKAHAN,083715032,Bgy
SAN MATEO (POB.),083715033,Bgy
SANTA FE,083715034,Bgy
SAWANG (POB.),083715035,Bgy
TAGAK,083715036,Bgy
TANGNAN,083715037,Bgy
TIGBAO,083715038,Bgy
TINAGUBAN,083715039,Bgy
UPPER HIRAAN,083715040,Bgy
UPPER SOGOD,083715041,Bgy
UYAWAN,083715042,Bgy
WEST VISORIA,083715043,Bgy
PAGLAUM,083715044,Bgy
SAN JUAN,083715045,Bgy
BAGONG LIPUNAN,083715046,Bgy
CANFABI,083715047,Bgy
RIZAL (TAGAK EAST),083715048,Bgy
SAN ISIDRO,083715049,Bgy
DAGAMI,083717000,Mun
ABACA,083717001,Bgy
ABRE,083717002,Bgy
BALILIT,083717003,Bgy
BANAYON,083717004,Bgy
BAYABAS,083717005,Bgy
BOLIRAO,083717006,Bgy
BUENAVISTA,083717007,Bgy
BUNTAY,083717008,Bgy
CAANISLAGAN,083717009,Bgy
CABARIWAN,083717010,Bgy
CABULORAN,083717011,Bgy
CABUNGA-AN,083717012,Bgy
CALIPAYAN,083717013,Bgy
CALSADAHAY,083717014,Bgy
CALUCTOGAN,083717015,Bgy
CALUTAN,083717016,Bgy
CAMONO-AN,083717017,Bgy
CANDAGARA,083717018,Bgy
CANLINGGA,083717019,Bgy
CANSAMADA EAST,083717020,Bgy
DIGAHONGAN,083717021,Bgy
GUINARONA,083717022,Bgy
HIABANGAN,083717023,Bgy
HILABAGO,083717024,Bgy
HINABUYAN,083717025,Bgy
HINOLOGAN,083717026,Bgy
HITUMNOG,083717027,Bgy
KATIPUNAN,083717028,Bgy
LOS MARTIRES,083717029,Bgy
LOBE-LOBE,083717030,Bgy
MACAALANG,083717031,Bgy
MALIWALIW,083717032,Bgy
MARAGONDONG,083717033,Bgy
ORMOCAY,083717034,Bgy
PALACIO,083717035,Bgy
PANDA,083717036,Bgy
PATOC,083717037,Bgy
PLARIDEL,083717038,Bgy
SAMPAO WEST POB. (DIST. 8),083717039,Bgy
LAPU-LAPU POB. (DIST. 2),083717040,Bgy
LUSAD POB. (DIST. 6),083717041,Bgy
SAMPAO EAST POB. (DIST. 9),083717042,Bgy
SAN ANTONIO POB. (DIST. 5),083717043,Bgy
SAN JOSE POB. (DIST. 1),083717044,Bgy
STA. MESA POB. (DIST. 7),083717045,Bgy
TUNGA POB. (DIST. 4),083717046,Bgy
SAN ROQUE POB. (DIST. 3),083717047,Bgy
POPONTON,083717048,Bgy
RIZAL,083717049,Bgy
SALVACION,083717050,Bgy
SAN BENITO,083717051,Bgy
SANTO DOMINGO,083717052,Bgy
SIRAB,083717053,Bgy
TAGKIP,083717054,Bgy
TIN-AO,083717055,Bgy
VICTORIA,083717056,Bgy
BALUGO,083717057,Bgy
CANSAMADA WEST,083717058,Bgy
CAPULHAN,083717059,Bgy
LOBE-LOBE EAST,083717060,Bgy
PARAISO,083717061,Bgy
SAMPAGUITA,083717062,Bgy
SAWAHON,083717063,Bgy
TALINHUGON,083717064,Bgy
TUYA,083717065,Bgy
DULAG,083718000,Mun
ALEGRE,083718001,Bgy
ARADO,083718002,Bgy
BULOD,083718003,Bgy
BATUG,083718004,Bgy
BOLONGTOHAN,083718005,Bgy
CABACUNGAN,083718006,Bgy
CABARASAN,083718007,Bgy
CABATO-AN,083718008,Bgy
CALIPAYAN,083718009,Bgy
CALUBIAN,083718010,Bgy
CAMITOC,083718011,Bgy
CAMOTE,083718012,Bgy
DACAY,083718013,Bgy
DEL CARMEN,083718014,Bgy
DEL PILAR,083718015,Bgy
FATIMA,083718016,Bgy
GENERAL ROXAS,083718017,Bgy
LUAN,083718019,Bgy
MAGSAYSAY,083718020,Bgy
MARICUM,083718021,Bgy
BARBO (POB.),083718022,Bgy
BUNTAY (POB.),083718023,Bgy
CAMBULA DISTRICT (POB.),083718024,Bgy
CANDAO (POB.),083718025,Bgy
CATMONAN (POB.),083718026,Bgy
COMBIS (POB.),083718027,Bgy
HIGHWAY (POB.),083718028,Bgy
MARKET SITE (POB.),083718029,Bgy
SAN MIGUEL (POB.),083718030,Bgy
SERRANO (POB.),083718031,Bgy
SUNGI (POB.),083718032,Bgy
RAWIS,083718033,Bgy
RIZAL,083718034,Bgy
ROMUALDEZ,083718035,Bgy
SABANG DAGUITAN,083718036,Bgy
SALVACION,083718037,Bgy
SAN AGUSTIN,083718038,Bgy
SAN ANTONIO,083718039,Bgy
SAN ISIDRO,083718040,Bgy
SAN JOSE,083718041,Bgy
SAN RAFAEL,083718042,Bgy
SAN VICENTE,083718043,Bgy
TABU,083718044,Bgy
TIGBAO,083718045,Bgy
VICTORY,083718046,Bgy
HILONGOS,083719000,Mun
AGUTAYAN,083719001,Bgy
ATABAY,083719002,Bgy
BAAS,083719003,Bgy
BAGUMBAYAN,083719004,Bgy
BALIW,083719005,Bgy
BANTIGUE,083719006,Bgy
BUNG-AW,083719007,Bgy
CACAO,083719008,Bgy
CAMPINA,083719009,Bgy
CATANDOG 1,083719010,Bgy
CATANDOG 2,083719011,Bgy
CONCEPCION,083719012,Bgy
HIMO-AW,083719014,Bgy
HITUDPAN,083719015,Bgy
IMELDA MARCOS (PONG-ON),083719016,Bgy
KANG-IRAS,083719017,Bgy
LAMAK,083719018,Bgy
LIBERTAD,083719019,Bgy
LIBERTY,083719020,Bgy
LUNANG,083719021,Bgy
MAGNANGOY,083719022,Bgy
MARANGOG,083719023,Bgy
MATAPAY,083719024,Bgy
NAVAL,083719025,Bgy
OWAK,083719026,Bgy
PA-A,083719027,Bgy
CENTRAL BARANGAY (POB.),083719028,Bgy
EASTERN BARANGAY (POB.),083719029,Bgy
WESTERN BARANGAY (POB.),083719030,Bgy
PONTOD,083719031,Bgy
PROTECCION,083719032,Bgy
SAN AGUSTIN,083719033,Bgy
SAN ANTONIO,083719034,Bgy
SAN ISIDRO,083719035,Bgy
SAN JUAN,083719036,Bgy
SAN ROQUE,083719037,Bgy
SANTA CRUZ,083719038,Bgy
SANTA MARGARITA,083719039,Bgy
SANTO NIÑO,083719041,Bgy
TABUNOK,083719042,Bgy
TAGNATE,083719043,Bgy
TALISAY,083719044,Bgy
TAMBIS,083719045,Bgy
TEJERO,083719046,Bgy
TUGUIPA,083719047,Bgy
UTANAN,083719048,Bgy
BAGONG LIPUNAN,083719049,Bgy
BON-OT,083719050,Bgy
HAMPANGAN,083719051,Bgy
KANGHA-AS,083719052,Bgy
MANAUL,083719053,Bgy
HINDANG,083720000,Mun
ANAHAW,083720001,Bgy
ANOLON,083720002,Bgy
BALDOZA,083720003,Bgy
BONTOC,083720004,Bgy
BULACAN,083720006,Bgy
CANHA-AYON,083720007,Bgy
CAPUDLOSAN,083720008,Bgy
HIMACUGO,083720009,Bgy
DOOS DEL NORTE,083720010,Bgy
DOOS DEL SUR,083720011,Bgy
HIMOKILAN ISLAND,083720012,Bgy
KATIPUNAN,083720013,Bgy
MAASIN,083720014,Bgy
MABAGON,083720015,Bgy
MAHILUM,083720016,Bgy
POBLACION 1,083720017,Bgy
POBLACION 2,083720018,Bgy
SAN VICENTE,083720019,Bgy
TABOK,083720020,Bgy
TAGBIBI,083720021,Bgy
INOPACAN,083721000,Mun
APID,083721001,Bgy
CABULISAN,083721002,Bgy
CAMINTO,083721003,Bgy
CAN-ANGAY,083721004,Bgy
CAULISIHAN,083721005,Bgy
CONALUM,083721006,Bgy
DE LOS SANTOS (MAHILUM),083721007,Bgy
ESPERANZA,083721008,Bgy
GUADALUPE,083721009,Bgy
GUINSANGA-AN,083721010,Bgy
HINABAY,083721011,Bgy
JUBASAN,083721012,Bgy
LINAO,083721013,Bgy
MACAGOCO,083721014,Bgy
MALJO,083721016,Bgy
MARAO,083721017,Bgy
POBLACION,083721018,Bgy
TAHUD,083721019,Bgy
TAOTAON,083721020,Bgy
TINAGO,083721021,Bgy
ISABEL,083722000,Mun
ANISLAG,083722001,Bgy
ANTIPOLO,083722002,Bgy
APALE,083722003,Bgy
BANTIGUE,083722004,Bgy
BENOG,083722005,Bgy
BILWANG,083722006,Bgy
CAN-ANDAN,083722007,Bgy
CANGAG,083722008,Bgy
CONSOLACION,083722009,Bgy
HONAN,083722010,Bgy
LIBERTAD,083722011,Bgy
MAHAYAG,083722012,Bgy
MARVEL (POB.),083722013,Bgy
MATLANG,083722014,Bgy
MONTE ALEGRE,083722015,Bgy
PUTING BATO,083722017,Bgy
SAN FRANCISCO,083722018,Bgy
SAN ROQUE,083722019,Bgy
SANTA CRUZ,083722020,Bgy
SANTO NIÑO (POB.),083722021,Bgy
SANTO ROSARIO,083722022,Bgy
TABUNOK,083722023,Bgy
TOLINGON,083722024,Bgy
TUBOD,083722025,Bgy
JARO,083723000,Mun
ALAHAG,083723001,Bgy
ANIBONGAN,083723002,Bgy
BADIANG,083723003,Bgy
BATUG,083723004,Bgy
BUENAVISTA,083723005,Bgy
BUKID,083723006,Bgy
BURABOD,083723007,Bgy
BURI,083723008,Bgy
KAGLAWAAN,083723009,Bgy
CANHANDUGAN,083723010,Bgy
CROSSING RUBAS,083723011,Bgy
DARO,083723012,Bgy
HIAGSAM,083723013,Bgy
HIBUNAWON,083723014,Bgy
HIBUCAWAN,083723015,Bgy
KALINAWAN,083723016,Bgy
LIKOD,083723017,Bgy
MACANIP,083723018,Bgy
MACOPA,083723019,Bgy
MAG-ASO,083723020,Bgy
MALOBAGO,083723021,Bgy
OLOTAN,083723023,Bgy
PANGE,083723024,Bgy
PARASAN,083723025,Bgy
PITOGO,083723026,Bgy
DISTRICT I (POB.),083723027,Bgy
DISTRICT II (POB.),083723028,Bgy
DISTRICT III (POB.),083723029,Bgy
DISTRICT IV (POB.),083723030,Bgy
SAGKAHAN,083723031,Bgy
SAN AGUSTIN,083723032,Bgy
SAN PEDRO,083723033,Bgy
SAN ROQUE,083723034,Bgy
SANTA CRUZ,083723035,Bgy
SANTO NIÑO,083723036,Bgy
SARI-SARI,083723037,Bgy
TINAMBACAN,083723038,Bgy
TUBA,083723039,Bgy
UGUIAO,083723040,Bgy
VILLAGONZOILO (VILLA CONSUELO),083723041,Bgy
VILLA PAZ,083723042,Bgy
BIAS ZABALA,083723043,Bgy
ATIPOLO,083723044,Bgy
CANAPUAN,083723045,Bgy
LA PAZ,083723046,Bgy
PALANOG,083723047,Bgy
JAVIER (BUGHO),083724000,Mun
ABUYOGAY,083724001,Bgy
ANDRES BONIFACIO,083724002,Bgy
BATUG,083724003,Bgy
BINULHO,083724004,Bgy
CALZADA,083724005,Bgy
CANCAYANG,083724006,Bgy
CARANHUG,083724007,Bgy
CARAYE,083724008,Bgy
CASALUNGAN,083724009,Bgy
COMATIN,083724010,Bgy
GUINDAPUNAN,083724011,Bgy
INAYUPAN,083724012,Bgy
LARAY,083724013,Bgy
MAGSAYSAY (RESPONDE),083724014,Bgy
MALITBOGAY,083724015,Bgy
MANARUG,083724016,Bgy
MANLILISID,083724017,Bgy
NALIWATAN,083724018,Bgy
ODIONG,083724019,Bgy
PICAS NORTE,083724020,Bgy
PINOCAWAN,083724021,Bgy
POBLACION ZONE 1,083724022,Bgy
POBLACION ZONE 2,083724023,Bgy
RIZAL,083724024,Bgy
SANTA CRUZ,083724026,Bgy
TALISAYAN,083724027,Bgy
SAN SOTERO (TAMBIS),083724028,Bgy
ULHAY,083724029,Bgy
JULITA,083725000,Mun
ALEGRIA,083725001,Bgy
ANIBONG,083725002,Bgy
ASLUM,083725003,Bgy
BALANTE,083725004,Bgy
BONGDO,083725005,Bgy
BONIFACIO,083725006,Bgy
BUGHO,083725007,Bgy
CALBASAG,083725008,Bgy
CARIDAD,083725009,Bgy
CUYA-E,083725010,Bgy
DITA,083725013,Bgy
GITABLA,083725014,Bgy
HINDANG,083725015,Bgy
INAWANGAN,083725016,Bgy
JURAO,083725017,Bgy
POBLACION DISTRICT I,083725018,Bgy
POBLACION DISTRICT II,083725019,Bgy
POBLACION DISTRICT III,083725020,Bgy
POBLACION DISTRICT IV,083725021,Bgy
SAN ANDRES,083725022,Bgy
SAN PABLO,083725023,Bgy
SANTA CRUZ,083725024,Bgy
SANTO NIÑO,083725025,Bgy
TAGKIP,083725026,Bgy
TOLOSAHAY,083725027,Bgy
VILLA HERMOSA,083725028,Bgy
KANANGA,083726000,Mun
AGUITING,083726001,Bgy
CACAO,083726002,Bgy
KAWAYAN,083726003,Bgy
HILUCTOGAN,083726004,Bgy
LIBERTAD,083726005,Bgy
LIBONGAO,083726006,Bgy
LIM-AO,083726007,Bgy
LONOY,083726008,Bgy
MAHAWAN,083726009,Bgy
MASARAYAO,083726010,Bgy
MONTE ALEGRE,083726011,Bgy
MONTE BELLO,083726012,Bgy
NAGHALIN,083726013,Bgy
NATUBGAN,083726014,Bgy
POBLACION,083726015,Bgy
RIZAL,083726016,Bgy
SAN IGNACIO,083726017,Bgy
SAN ISIDRO,083726018,Bgy
SANTO DOMINGO,083726019,Bgy
SANTO NIÑO,083726020,Bgy
TAGAYTAY,083726021,Bgy
TONGONAN,083726022,Bgy
TUGBONG,083726023,Bgy
LA PAZ,083728000,Mun
BAGACAY EAST,083728001,Bgy
BAGACAY WEST,083728002,Bgy
BONGTOD,083728003,Bgy
BOCAWON,083728004,Bgy
BURACAN,083728005,Bgy
CAABANGAN,083728006,Bgy
CACAO,083728007,Bgy
CAGNGARAN,083728008,Bgy
CALABNIAN,083728009,Bgy
CALAGHUSAN,083728010,Bgy
CALTAYAN,083728011,Bgy
CANBAÑEZ,083728012,Bgy
COGON,083728013,Bgy
DUYOG,083728014,Bgy
GIMENARAT EAST,083728015,Bgy
GIMENARAT WEST,083728016,Bgy
LIMBA,083728017,Bgy
LUBI-LUBI,083728018,Bgy
LUNETA,083728019,Bgy
MAG-ASO,083728020,Bgy
MOROBORO,083728021,Bgy
PANSUD,083728022,Bgy
PAWA,083728023,Bgy
PILIWAY,083728024,Bgy
POBLACION DISTRICT 1,083728025,Bgy
POBLACION DISTRICT 2,083728026,Bgy
POBLACION DISTRICT 3,083728027,Bgy
POBLACION DISTRICT 4,083728028,Bgy
QUIONG,083728029,Bgy
RIZAL,083728030,Bgy
SAN VICTORAY,083728031,Bgy
SANTA ANA,083728032,Bgy
SANTA ELENA,083728033,Bgy
TABANG,083728034,Bgy
TARUGAN,083728035,Bgy
LEYTE,083729000,Mun
BACHAO,083729001,Bgy
BACO,083729002,Bgy
BAGABA-O,083729003,Bgy
BASUD,083729004,Bgy
BELEN,083729005,Bgy
BURABOD,083729006,Bgy
CALAGUISE,083729007,Bgy
CONSUEGRA,083729008,Bgy
CULASI,083729009,Bgy
DANUS,083729010,Bgy
ELIZABETH,083729011,Bgy
KAWAYAN,083729012,Bgy
LIBAS,083729013,Bgy
MAANDA,083729014,Bgy
MACUPA,083729015,Bgy
MATALOTO,083729016,Bgy
PALARAO,083729017,Bgy
PALID I (ILAWOD),083729018,Bgy
PALID II (IRAYA),083729019,Bgy
PARASAN,083729020,Bgy
POBLACION,083729021,Bgy
SALOG,083729022,Bgy
SAMBULAWAN,083729023,Bgy
TAG-ABACA,083729024,Bgy
TAPOL,083729025,Bgy
TIGBAWAN,083729026,Bgy
TINOCDUGAN,083729027,Bgy
TOCTOC,083729028,Bgy
UGBON,083729029,Bgy
WAGUE,083729030,Bgy
MACARTHUR,083730000,Mun
BATUG,083730001,Bgy
BURABOD,083730002,Bgy
CAPUDLOSAN,083730004,Bgy
CASUNTINGAN,083730005,Bgy
CAUSWAGAN,083730006,Bgy
DANAO,083730007,Bgy
GENERAL LUNA,083730008,Bgy
KILING,083730009,Bgy
LANAWAN,083730010,Bgy
LIWAYWAY,083730011,Bgy
MAYA,083730012,Bgy
OGUISAN,083730013,Bgy
OSMEÑA,083730014,Bgy
PALALE 1,083730015,Bgy
PALALE 2,083730016,Bgy
POBLACION DISTRICT 1,083730017,Bgy
POBLACION DISTRICT 2,083730018,Bgy
POBLACION DISTRICT 3,083730019,Bgy
PONGON,083730020,Bgy
QUEZON,083730021,Bgy
ROMUALDEZ,083730022,Bgy
SALVACION,083730023,Bgy
SAN ANTONIO,083730024,Bgy
SAN ISIDRO,083730025,Bgy
SAN PEDRO,083730026,Bgy
SAN VICENTE,083730027,Bgy
SANTA ISABEL,083730028,Bgy
TINAWAN,083730029,Bgy
TUYO,083730030,Bgy
DOÑA JOSEFA,083730031,Bgy
VILLA IMELDA,083730032,Bgy
MAHAPLAG,083731000,Mun
CAMPIN,083731001,Bgy
CUATRO DE AGOSTO,083731002,Bgy
HILUSIG,083731003,Bgy
HIMAMARA,083731004,Bgy
HINAGUIMITAN,083731005,Bgy
LIBERACION,083731006,Bgy
MABUHAY,083731007,Bgy
MABUNGA,083731008,Bgy
MAGSUGANAO,083731009,Bgy
MAHAYAG,083731010,Bgy
MAHAYAHAY,083731011,Bgy
MALINAO,083731012,Bgy
MALIPOON,083731013,Bgy
PALAÑOGAN,083731014,Bgy
PARIL,083731015,Bgy
PINAMONOAN,083731016,Bgy
POBLACION,083731017,Bgy
POLAHONGON,083731018,Bgy
SAN ISIDRO,083731019,Bgy
SAN JUAN,083731020,Bgy
SANTA CRUZ,083731021,Bgy
TAGAYTAY,083731022,Bgy
UGUIS,083731023,Bgy
UNION,083731024,Bgy
UPPER MAHAPLAG,083731025,Bgy
HILUCTOGAN,083731026,Bgy
MALIGAYA,083731027,Bgy
SANTO NIÑO,083731028,Bgy
MATAG-OB,083733000,Mun
BALAGTAS,083733001,Bgy
BULAK,083733002,Bgy
CAMBADBAD,083733003,Bgy
